Month,Day,Year,sum
3,12,2009,0.041
5,20,2012,0.041
10,14,2004,0.041
11,29,2004,0.041
1,23,2006,0.041
8,3,2012,0.041
11,19,2005,0.042
2,24,2006,0.042
8,10,2007,0.042
4,1,2009,0.042
9,2,2011,0.042
9,30,2012,0.042
3,8,2004,0.042
6,16,2006,0.042
9,24,2006,0.042
9,28,2006,0.042
2,17,2007,0.042
11,1,2007,0.042
11,2,2009,0.042
7,25,2012,0.042
7,30,2013,0.042
12,10,2013,0.042
3,10,2004,0.042
3,9,2008,0.042
8,22,2006,0.042
6,10,2006,0.043
6,12,2007,0.043
4,25,2008,0.043
4,21,2009,0.043
6,21,2010,0.043
9,1,2011,0.043
1,20,2013,0.043
12,17,2013,0.043
9,8,2004,0.043
6,25,2006,0.043
1,1,2007,0.043
1,17,2008,0.043
8,26,2012,0.043
9,16,2013,0.043
7,15,2013,0.043
6,20,2006,0.044
5,14,2007,0.044
6,18,2007,0.044
4,5,2009,0.044
8,30,2011,0.044
9,14,2012,0.044
12,5,2006,0.044
9,17,2007,0.044
4,22,2009,0.044
5,11,2009,0.044
3,30,2009,0.044
6,12,2008,0.045
10,29,2011,0.045
12,6,2011,0.045
4,13,2013,0.045
6,28,2013,0.045
10,5,2013,0.045
3,9,2004,0.045
7,22,2004,0.045
6,6,2006,0.045
6,26,2007,0.045
9,27,2008,0.045
4,18,2009,0.045
11,13,2010,0.045
1,11,2012,0.045
11,6,2004,0.045
9,29,2006,0.045
7,16,2013,0.045
10,3,2013,0.045
5,6,2006,0.045
9,13,2005,0.046
10,22,2005,0.046
11,22,2005,0.046
8,1,2006,0.046
9,11,2006,0.046
1,22,2007,0.046
4,26,2007,0.046
9,25,2007,0.046
8,11,2008,0.046
8,12,2008,0.046
9,26,2008,0.046
8,12,2009,0.046
6,13,2013,0.046
2,1,2009,0.046
7,19,2013,0.046
5,14,2006,0.047
9,9,2006,0.047
6,9,2008,0.047
9,18,2008,0.047
10,28,2008,0.047
9,27,2010,0.047
5,5,2011,0.047
7,1,2011,0.047
9,19,2011,0.047
10,4,2012,0.047
10,30,2006,0.047
2,17,2008,0.047
8,24,2008,0.047
5,17,2009,0.047
4,10,2013,0.047
7,7,2013,0.047
9,29,2010,0.047
8,1,2013,0.047
11,27,2013,0.048
3,7,2004,0.048
3,4,2007,0.048
4,24,2007,0.048
7,5,2007,0.048
3,13,2009,0.048
5,25,2009,0.048
8,21,2010,0.048
10,14,2011,0.048
12,10,2012,0.048
3,14,2004,0.048
6,9,2013,0.048
9,13,2013,0.048
10,19,2011,0.048
9,7,2005,0.049
9,25,2008,0.049
4,12,2008,0.049
6,25,2008,0.049
8,22,2008,0.049
10,25,2008,0.049
8,21,2011,0.049
3,9,2012,0.049
1,31,2013,0.049
9,1,2004,0.049
8,3,2006,0.049
3,31,2007,0.049
7,10,2004,0.05
2,10,2004,0.05
6,20,2004,0.05
7,7,2006,0.05
8,11,2007,0.05
2,12,2013,0.05
10,15,2013,0.05
1,31,2005,0.05
3,15,2005,0.05
9,1,2012,0.05
8,13,2005,0.05
8,9,2012,0.05
7,19,2008,0.05
7,3,2005,0.051
5,6,2007,0.051
12,28,2013,0.051
7,8,2004,0.051
10,10,2005,0.051
8,6,2007,0.051
11,23,2007,0.051
3,6,2008,0.051
5,19,2008,0.051
4,18,2010,0.051
11,4,2010,0.051
10,16,2013,0.051
4,10,2004,0.051
7,18,2010,0.051
12,4,2006,0.052
9,3,2010,0.052
8,15,2011,0.052
4,22,2013,0.052
2,16,2008,0.052
7,6,2008,0.052
9,5,2008,0.052
6,20,2010,0.052
10,18,2012,0.052
7,16,2005,0.052
1,14,2009,0.053
12,11,2011,0.053
8,24,2005,0.053
11,23,2005,0.053
9,23,2006,0.053
6,1,2007,0.053
9,26,2007,0.053
10,26,2011,0.053
5,8,2012,0.053
6,10,2012,0.053
4,18,2013,0.053
4,21,2013,0.053
5,11,2013,0.053
6,13,2007,0.054
10,10,2009,0.054
5,2,2011,0.054
6,10,2008,0.054
12,5,2008,0.054
11,3,2010,0.054
8,6,2011,0.054
7,9,2012,0.054
5,19,2013,0.054
6,19,2006,0.055
10,25,2007,0.055
6,23,2011,0.055
5,15,2007,0.055
6,5,2008,0.055
7,2,2011,0.055
8,23,2011,0.055
11,28,2013,0.055
5,24,2004,0.055
11,23,2008,0.055
8,15,2010,0.055
6,21,2007,0.056
10,26,2006,0.056
5,21,2009,0.056
5,30,2012,0.056
1,21,2013,0.056
4,23,2013,0.056
5,25,2013,0.056
6,15,2013,0.056
8,30,2005,0.056
7,17,2008,0.056
8,13,2008,0.056
2,4,2009,0.056
10,22,2009,0.056
4,27,2013,0.056
7,6,2013,0.056
7,13,2006,0.057
7,5,2009,0.057
6,4,2004,0.057
2,11,2006,0.057
6,25,2011,0.057
6,14,2013,0.057
10,20,2006,0.057
10,22,2006,0.057
6,14,2007,0.057
7,22,2008,0.057
5,3,2006,0.057
12,3,2008,0.057
12,14,2005,0.058
2,13,2006,0.058
4,11,2008,0.058
5,13,2012,0.058
7,28,2012,0.058
8,31,2011,0.058
9,22,2012,0.058
6,30,2013,0.058
11,9,2011,0.059
7,2,2007,0.059
10,22,2007,0.059
4,17,2008,0.059
12,6,2005,0.059
3,16,2007,0.059
11,22,2007,0.059
7,8,2012,0.059
10,8,2006,0.059
9,4,2012,0.059
2,11,2013,0.059
6,11,2006,0.059
4,22,2012,0.059
10,26,2008,0.06
8,17,2011,0.06
11,21,2005,0.06
7,14,2006,0.06
10,8,2007,0.06
10,29,2008,0.06
11,1,2011,0.06
1,3,2013,0.06
5,1,2008,0.06
6,19,2011,0.06
6,23,2010,0.06
8,5,2006,0.06
6,26,2011,0.061
2,12,2006,0.061
6,18,2012,0.061
2,16,2013,0.061
3,18,2007,0.061
11,26,2012,0.061
8,13,2007,0.062
10,7,2007,0.062
5,13,2008,0.062
6,24,2008,0.062
7,25,2008,0.062
7,11,2011,0.062
8,13,2013,0.062
6,28,2009,0.062
6,18,2011,0.062
8,18,2011,0.062
10,20,2011,0.062
5,12,2012,0.062
10,26,2012,0.062
8,4,2007,0.062
8,4,2004,0.063
12,15,2005,0.063
6,20,2007,0.063
6,7,2008,0.063
12,4,2009,0.063
6,28,2010,0.063
6,30,2010,0.063
1,10,2012,0.063
3,4,2012,0.063
12,9,2012,0.063
8,25,2008,0.063
8,5,2011,0.063
1,9,2012,0.063
10,5,2012,0.063
5,8,2006,0.064
1,25,2007,0.064
6,22,2007,0.064
7,21,2011,0.064
1,2,2012,0.064
6,13,2012,0.064
4,21,2012,0.064
3,16,2004,0.065
9,17,2006,0.065
9,13,2008,0.065
3,15,2010,0.065
11,12,2010,0.065
8,9,2009,0.065
10,31,2009,0.065
8,10,2012,0.065
7,7,2007,0.066
7,31,2008,0.066
9,7,2008,0.066
9,20,2009,0.066
7,20,2010,0.066
10,14,2010,0.066
10,30,2011,0.066
12,24,2011,0.066
12,26,2011,0.066
4,26,2013,0.066
5,22,2007,0.066
5,7,2010,0.066
7,21,2010,0.066
8,23,2013,0.066
1,30,2009,0.067
7,29,2004,0.067
3,10,2005,0.067
5,14,2008,0.067
8,16,2008,0.067
9,2,2008,0.067
9,23,2008,0.067
7,7,2009,0.067
1,28,2011,0.067
2,13,2011,0.067
10,28,2011,0.067
2,1,2013,0.067
5,31,2013,0.067
8,27,2004,0.067
11,20,2005,0.068
3,17,2007,0.068
7,3,2007,0.068
9,12,2008,0.068
2,3,2009,0.068
7,5,2010,0.068
7,27,2012,0.068
2,15,2013,0.068
12,16,2005,0.069
7,6,2006,0.069
7,1,2010,0.069
10,31,2011,0.069
11,6,2012,0.069
3,14,2013,0.069
9,23,2012,0.069
5,23,2005,0.07
2,11,2004,0.07
6,1,2004,0.07
3,12,2005,0.07
7,7,2005,0.07
8,16,2007,0.07
4,6,2009,0.07
6,16,2010,0.07
11,5,2010,0.07
10,18,2011,0.07
1,26,2007,0.07
8,2,2006,0.071
10,6,2013,0.071
8,5,2004,0.071
11,19,2004,0.071
8,19,2006,0.071
10,19,2006,0.071
6,19,2007,0.071
7,1,2007,0.071
8,9,2007,0.071
11,2,2007,0.071
1,1,2008,0.071
9,15,2008,0.071
9,24,2008,0.071
1,11,2009,0.071
3,19,2009,0.071
4,24,2010,0.071
4,27,2011,0.071
10,27,2011,0.071
11,27,2005,0.071
5,7,2006,0.071
8,18,2004,0.071
5,27,2005,0.071
4,17,2010,0.071
10,11,2005,0.072
12,11,2005,0.072
9,27,2007,0.072
6,22,2004,0.072
11,8,2007,0.072
4,13,2008,0.072
7,27,2008,0.072
8,26,2008,0.072
12,8,2012,0.072
7,15,2005,0.072
10,2,2013,0.073
2,9,2006,0.073
6,25,2007,0.073
1,27,2011,0.073
5,4,2011,0.073
4,30,2013,0.073
9,27,2013,0.073
9,14,2007,0.073
9,20,2011,0.073
2,20,2009,0.073
2,10,2006,0.074
5,18,2007,0.074
12,7,2012,0.074
9,13,2007,0.074
7,26,2008,0.074
1,11,2004,0.074
12,9,2009,0.075
5,12,2013,0.075
6,29,2009,0.075
12,23,2011,0.075
5,6,2010,0.076
12,15,2013,0.076
9,12,2005,0.076
9,14,2008,0.076
1,8,2011,0.076
4,29,2013,0.076
6,12,2013,0.076
2,7,2006,0.077
9,18,2006,0.077
10,29,2006,0.077
8,7,2013,0.077
10,21,2005,0.077
8,7,2007,0.077
7,6,2010,0.077
7,9,2004,0.078
6,24,2011,0.078
3,11,2013,0.078
10,12,2008,0.078
9,22,2011,0.078
11,25,2012,0.078
3,15,2013,0.078
8,17,2007,0.078
10,11,2010,0.078
12,30,2006,0.079
10,27,2008,0.079
9,4,2010,0.079
12,7,2011,0.079
1,15,2007,0.079
8,1,2010,0.079
2,11,2008,0.08
6,6,2008,0.08
7,24,2008,0.08
8,9,2008,0.08
8,28,2008,0.08
9,17,2011,0.08
2,5,2012,0.08
5,31,2012,0.08
5,31,2004,0.08
6,2,2005,0.08
6,7,2006,0.08
9,14,2006,0.08
1,4,2013,0.08
4,16,2010,0.08
9,5,2005,0.081
8,14,2006,0.081
9,21,2009,0.081
11,23,2012,0.081
6,15,2005,0.081
6,8,2006,0.081
12,31,2006,0.081
6,2,2008,0.081
7,8,2009,0.081
12,5,2013,0.081
7,15,2006,0.082
5,9,2008,0.082
1,3,2012,0.082
7,13,2013,0.082
4,28,2007,0.083
8,7,2004,0.083
6,13,2005,0.083
6,30,2006,0.083
2,10,2008,0.083
5,12,2008,0.083
10,18,2008,0.083
10,29,2009,0.083
9,18,2011,0.083
2,8,2006,0.083
2,2,2009,0.083
5,1,2011,0.083
4,8,2012,0.083
7,29,2013,0.083
12,13,2013,0.083
6,1,2005,0.083
7,4,2009,0.084
8,24,2012,0.084
6,2,2004,0.084
6,14,2005,0.084
7,14,2005,0.084
11,8,2011,0.084
11,30,2004,0.084
1,14,2008,0.084
1,10,2009,0.085
3,12,2004,0.085
9,22,2004,0.085
12,25,2011,0.085
7,20,2007,0.085
8,3,2004,0.085
7,1,2006,0.085
9,29,2009,0.085
9,6,2005,0.086
5,19,2007,0.086
5,11,2012,0.086
7,27,2004,0.086
11,27,2012,0.086
5,15,2010,0.086
7,14,2010,0.086
10,12,2010,0.086
7,11,2012,0.086
2,1,2005,0.087
8,28,2005,0.087
6,17,2006,0.087
7,17,2005,0.087
11,16,2005,0.087
2,1,2011,0.087
8,7,2011,0.087
12,11,2013,0.087
1,14,2007,0.087
5,9,2012,0.087
4,23,2009,0.087
9,15,2007,0.087
1,20,2009,0.087
9,7,2004,0.088
6,18,2006,0.088
3,11,2005,0.088
8,10,2008,0.088
8,10,2009,0.088
8,5,2010,0.088
10,8,2011,0.088
11,25,2006,0.088
9,28,2011,0.088
8,21,2005,0.089
9,26,2010,0.089
6,9,2012,0.089
1,12,2012,0.089
5,10,2012,0.089
5,23,2012,0.089
4,20,2013,0.089
8,29,2008,0.089
7,27,2011,0.089
9,28,2008,0.089
4,4,2009,0.0890000000000001
2,10,2013,0.0890000000000001
3,23,2010,0.09
5,3,2011,0.09
10,13,2008,0.09
8,7,2012,0.09
10,14,2007,0.09
7,23,2004,0.091
1,7,2011,0.091
2,3,2011,0.091
8,17,2006,0.091
2,4,2011,0.091
11,2,2011,0.091
8,12,2013,0.091
7,1,2005,0.092
4,27,2007,0.092
8,15,2009,0.092
8,16,2009,0.092
10,8,2009,0.092
12,22,2011,0.092
6,15,2010,0.092
10,9,2012,0.092
8,16,2010,0.092
7,26,2012,0.092
12,11,2007,0.092
11,4,2007,0.093
2,21,2006,0.093
7,28,2008,0.093
8,29,2012,0.093
5,24,2013,0.093
2,26,2008,0.0930000000000001
7,28,2004,0.094
8,27,2008,0.094
10,9,2009,0.094
10,23,2009,0.094
9,11,2005,0.094
2,3,2005,0.095
11,21,2007,0.095
4,10,2008,0.095
8,11,2009,0.095
8,6,2010,0.095
8,3,2007,0.095
10,27,2006,0.095
4,9,2010,0.095
1,15,2009,0.096
12,24,2013,0.096
8,4,2011,0.096
10,13,2011,0.096
1,28,2012,0.096
10,15,2011,0.096
8,4,2012,0.096
7,10,2010,0.097
11,7,2012,0.097
6,14,2011,0.097
8,19,2010,0.097
6,24,2009,0.098
2,12,2004,0.098
9,11,2007,0.098
8,22,2011,0.098
11,30,2009,0.098
4,19,2013,0.098
7,13,2004,0.098
7,10,2005,0.098
7,18,2005,0.098
9,16,2008,0.098
7,23,2008,0.099
11,15,2008,0.099
3,13,2013,0.099
12,14,2007,0.099
12,1,2006,0.099
8,3,2010,0.099
9,6,2004,0.1
10,7,2013,0.1
6,5,2004,0.1
3,3,2012,0.1
9,28,2012,0.1
9,16,2007,0.1
5,15,2012,0.1
9,16,2006,0.1
2,18,2010,0.1
7,16,2006,0.101
1,8,2007,0.101
9,8,2005,0.101
3,22,2008,0.101
10,24,2008,0.101
4,17,2009,0.101
7,13,2009,0.101
7,4,2010,0.101
7,3,2009,0.101
1,23,2007,0.102
7,30,2008,0.102
9,11,2009,0.102
8,18,2006,0.102
9,6,2008,0.102
1,16,2009,0.102
10,25,2009,0.102
11,24,2009,0.102
10,6,2012,0.102
9,21,2011,0.102
11,24,2012,0.102
10,28,2006,0.103
10,15,2004,0.103
11,2,2010,0.103
11,14,2010,0.103
4,4,2011,0.103
3,10,2008,0.103
10,12,2006,0.103
5,26,2009,0.103
10,9,2011,0.103
9,18,2012,0.104
3,31,2005,0.104
7,3,2011,0.104
12,16,2013,0.104
2,2,2013,0.104
8,17,2010,0.104
5,22,2005,0.105
3,24,2009,0.105
9,29,2012,0.105
7,28,2009,0.105
5,28,2012,0.105
12,27,2013,0.106
8,6,2004,0.106
2,4,2005,0.106
10,7,2009,0.106
11,8,2009,0.106
11,25,2010,0.106
11,26,2011,0.106
7,28,2005,0.106
8,8,2009,0.106
1,13,2005,0.107
9,12,2007,0.107
6,15,2011,0.107
10,11,2013,0.107
5,1,2006,0.107
7,6,2007,0.108
10,30,2009,0.108
6,16,2011,0.108
6,21,2005,0.108
5,21,2007,0.108
8,9,2006,0.108
10,6,2009,0.109
1,17,2009,0.109
9,22,2009,0.109
5,30,2004,0.109
6,3,2005,0.109
6,24,2005,0.109
1,22,2006,0.109
5,31,2008,0.109
9,23,2011,0.109
8,29,2005,0.11
9,8,2006,0.11
2,2,2011,0.11
2,8,2011,0.11
12,22,2013,0.11
5,12,2005,0.11
9,20,2006,0.11
4,23,2012,0.11
2,23,2006,0.111
8,8,2007,0.111
2,12,2011,0.111
3,12,2007,0.111
5,11,2008,0.111
7,16,2009,0.111
10,10,2010,0.111
8,26,2009,0.112
7,8,2005,0.112
3,20,2010,0.112
7,8,2006,0.112
8,9,2011,0.112
7,23,2011,0.113
1,17,2004,0.113
12,13,2007,0.113
10,6,2008,0.113
9,30,2009,0.113
7,26,2004,0.113
6,14,2010,0.114
10,6,2005,0.114
7,27,2005,0.114
11,9,2007,0.114
6,1,2008,0.114
9,3,2009,0.114
4,21,2005,0.114
8,17,2008,0.114
4,27,2009,0.114
8,20,2012,0.114
2,5,2004,0.115
7,31,2004,0.115
1,29,2009,0.115
7,13,2010,0.115
8,3,2011,0.115
11,18,2006,0.115
8,17,2004,0.115
12,4,2005,0.115
6,12,2005,0.116
2,7,2011,0.116
5,31,2006,0.116
11,5,2013,0.116
2,19,2009,0.116
5,13,2013,0.117
7,2,2006,0.117
5,20,2007,0.117
2,9,2008,0.117
10,21,2011,0.117
1,14,2012,0.117
3,18,2004,0.117
5,14,2013,0.117
12,21,2011,0.118
6,23,2007,0.118
12,6,2008,0.118
3,13,2004,0.118
8,25,2005,0.118
8,14,2007,0.118
2,12,2008,0.118
6,8,2012,0.118
8,15,2008,0.118
6,26,2006,0.118
5,16,2010,0.118
7,20,2012,0.118
1,20,2005,0.119
5,10,2008,0.119
10,7,2008,0.119
5,14,2012,0.119
6,11,2007,0.119
9,24,2009,0.12
8,12,2010,0.12
11,22,2008,0.12
1,20,2007,0.12
6,3,2007,0.121
9,3,2011,0.121
10,26,2007,0.121
6,29,2010,0.121
9,1,2009,0.121
2,11,2011,0.121
10,25,2011,0.121
5,26,2007,0.122
9,5,2010,0.122
11,18,2004,0.122
7,29,2008,0.122
12,23,2013,0.122
2,8,2004,0.122
1,30,2013,0.122
12,12,2013,0.122
10,18,2006,0.122
3,18,2010,0.122
9,17,2012,0.123
2,9,2005,0.123
1,2,2008,0.123
1,10,2011,0.123
8,27,2010,0.123
4,20,2006,0.123
9,17,2008,0.123
7,11,2005,0.124
7,22,2011,0.124
9,16,2004,0.124
8,2,2004,0.124
7,2,2010,0.124
1,21,2005,0.125
12,10,2008,0.125
5,30,2010,0.125
9,1,2008,0.126
10,16,2008,0.126
12,25,2009,0.126
8,15,2007,0.126
7,10,2008,0.126
6,12,2010,0.126
7,12,2011,0.126
1,19,2009,0.127
9,25,2010,0.127
10,25,2006,0.127
9,15,2004,0.128
2,22,2006,0.128
5,7,2007,0.128
8,27,2009,0.128
11,3,2009,0.128
8,22,2010,0.128
12,20,2011,0.128
1,5,2012,0.128
9,15,2012,0.128
5,24,2005,0.129
7,4,2005,0.129
5,8,2007,0.129
5,28,2007,0.129
6,2,2007,0.129
8,28,2012,0.129
10,24,2011,0.129
9,4,2011,0.13
3,12,2013,0.13
12,25,2013,0.13
10,3,2007,0.13
6,17,2012,0.13
5,29,2006,0.13
6,19,2004,0.131
9,13,2004,0.131
6,24,2007,0.131
8,13,2009,0.131
6,7,2012,0.131
5,23,2013,0.131
3,23,2004,0.131
3,7,2005,0.131
7,31,2009,0.131
3,11,2007,0.132
1,13,2012,0.132
12,12,2007,0.132
3,19,2010,0.132
10,29,2012,0.132
6,20,2013,0.132
10,9,2010,0.133
11,7,2007,0.133
5,26,2005,0.134
7,13,2005,0.134
9,15,2005,0.134
8,14,2009,0.134
9,9,2009,0.134
7,3,2010,0.134
10,8,2013,0.134
8,14,2008,0.134
7,20,2011,0.134
8,12,2011,0.134
8,24,2013,0.134
11,5,2012,0.135
4,15,2005,0.135
11,27,2011,0.135
1,4,2012,0.135
7,24,2004,0.135
1,18,2007,0.135
5,8,2008,0.135
11,25,2009,0.136
9,14,2004,0.136
7,28,2007,0.136
9,19,2005,0.136
2,2,2005,0.137
2,5,2005,0.137
11,6,2007,0.137
1,9,2011,0.137
7,31,2006,0.137
8,8,2011,0.137
1,19,2007,0.137
1,19,2005,0.138
7,6,2005,0.138
8,27,2005,0.138
12,24,2009,0.138
9,16,2012,0.138
