Month,Day,Year,sum
11,4,2005,3.35299999999999
9,28,2007,3.34299999999999
12,28,2007,3.34199999999999
6,22,2012,3.33899999999999
1,26,2006,3.33899999999999
8,19,2007,3.33699999999999
2,28,2013,3.334
5,5,2005,3.33199999999999
10,9,2010,3.324
1,25,2013,3.32099999999999
10,5,2011,3.31999999999999
2,24,2011,3.31199999999999
2,25,2012,3.30499999999999
1,14,2004,3.304
1,27,2006,3.30099999999999
2,26,2004,3.29499999999999
4,28,2009,3.29399999999999
4,25,2012,3.28999999999999
10,16,2007,3.28499999999999
4,5,2010,3.28199999999999
11,21,2010,3.27999999999999
6,13,2006,3.279
1,29,2013,3.276
10,7,2010,3.27599999999999
12,15,2012,3.26499999999999
3,21,2010,3.26
1,6,2006,3.249
11,1,2008,3.24899999999999
12,22,2008,3.24699999999999
10,18,2004,3.24499999999999
12,26,2012,3.23299999999999
11,12,2005,3.226
10,19,2012,3.22499999999999
6,3,2009,3.223
5,17,2004,3.207
11,6,2008,3.206
5,29,2013,3.20099999999999
5,1,2009,3.197
4,1,2009,3.196
10,30,2010,3.194
2,26,2007,3.19199999999999
2,2,2006,3.19
12,20,2007,3.18899999999999
5,1,2007,3.179
5,13,2009,3.173
2,1,2008,3.17199999999999
1,15,2010,3.168
1,8,2010,3.16099999999999
4,28,2011,3.14999999999999
5,27,2011,3.14699999999999
11,18,2013,3.14499999999999
4,23,2005,3.144
1,4,2009,3.141
5,19,2010,3.13499999999999
6,16,2005,3.122
11,30,2005,3.11399999999999
12,3,2012,3.10899999999999
5,29,2008,3.09799999999999
11,23,2012,3.096
11,24,2012,3.09599999999999
1,22,2010,3.095
6,18,2011,3.092
5,22,2013,3.089
4,8,2007,3.086
5,22,2004,3.084
6,1,2006,3.083
11,18,2012,3.081
12,27,2006,3.07699999999999
5,20,2008,3.075
2,24,2010,3.06099999999999
5,20,2005,3.049
1,4,2007,3.04699999999999
4,19,2004,3.04599999999999
11,6,2009,3.04199999999999
10,20,2007,3.04199999999999
2,4,2010,3.03999999999999
11,19,2007,3.03899999999999
1,15,2005,3.03799999999999
4,9,2007,3.03699999999999
3,2,2011,3.03199999999999
3,4,2004,3.03199999999999
3,2,2010,3.02799999999999
3,25,2012,3.02699999999999
3,1,2008,3.02499999999999
5,21,2012,3.024
5,26,2010,3.02299999999999
4,11,2007,3.02299999999999
3,5,2011,3.02099999999999
2,12,2005,3.01399999999999
2,29,2008,3.009
5,19,2006,3.00899999999999
3,24,2011,2.97699999999999
2,22,2012,2.973
9,13,2004,2.972
4,1,2006,2.97199999999999
1,17,2005,2.971
5,23,2006,2.97099999999999
6,6,2010,2.96999999999999
12,6,2013,2.96499999999999
2,21,2012,2.962
4,12,2009,2.96
5,25,2012,2.95999999999999
10,17,2007,2.95799999999999
11,7,2009,2.955
3,19,2007,2.952
2,19,2011,2.94899999999999
6,3,2012,2.928
2,16,2007,2.927
10,12,2012,2.926
5,27,2006,2.92399999999999
12,15,2006,2.92399999999999
2,23,2011,2.923
6,7,2012,2.922
12,29,2004,2.91399999999999
12,31,2004,2.91199999999999
5,3,2010,2.908
2,7,2007,2.90799999999999
6,19,2013,2.907
5,23,2013,2.897
2,12,2010,2.89599999999999
6,6,2005,2.89599999999999
1,18,2006,2.89599999999999
6,13,2009,2.88899999999999
12,25,2008,2.88699999999999
4,14,2008,2.87599999999999
4,24,2011,2.86699999999999
4,30,2012,2.86599999999999
11,1,2010,2.863
2,27,2007,2.85299999999999
9,21,2013,2.85099999999999
1,3,2006,2.848
10,3,2007,2.846
4,11,2010,2.836
4,28,2010,2.83599999999999
5,22,2006,2.82299999999999
5,23,2008,2.82199999999999
2,18,2004,2.81899999999999
12,10,2006,2.81799999999999
7,18,2007,2.811
3,3,2009,2.80899999999999
2,26,2009,2.80899999999999
1,9,2008,2.803
1,25,2010,2.80299999999999
11,5,2013,2.79999999999999
4,12,2005,2.79199999999999
4,14,2011,2.789
6,8,2004,2.787
3,22,2009,2.78299999999999
2,14,2004,2.77999999999999
2,24,2012,2.778
4,7,2006,2.76699999999999
10,10,2007,2.76499999999999
3,3,2006,2.76399999999999
3,19,2013,2.76
12,20,2010,2.75599999999999
6,1,2011,2.75299999999999
8,22,2013,2.74799999999999
4,13,2012,2.74499999999999
3,7,2007,2.736
4,9,2006,2.73199999999999
9,30,2013,2.73199999999999
2,6,2005,2.731
4,20,2011,2.71499999999999
10,3,2011,2.71499999999999
1,9,2005,2.70899999999999
2,10,2012,2.706
10,27,2004,2.70599999999999
2,29,2004,2.7
3,18,2008,2.69699999999999
1,25,2012,2.67399999999999
2,28,2005,2.673
5,26,2011,2.67299999999999
6,25,2012,2.67
6,27,2005,2.66699999999999
1,7,2008,2.66699999999999
2,25,2013,2.665
12,22,2007,2.66199999999999
3,5,2004,2.655
3,4,2011,2.65299999999999
4,2,2006,2.65199999999999
3,19,2008,2.64199999999999
9,5,2009,2.63
4,16,2006,2.62799999999999
10,28,2005,2.62199999999999
6,29,2006,2.604
3,14,2006,2.60399999999999
3,5,2012,2.60099999999999
3,26,2010,2.59099999999999
2,17,2012,2.587
4,8,2005,2.58699999999999
1,16,2010,2.581
5,4,2005,2.58099999999999
2,5,2008,2.577
1,6,2010,2.57099999999999
4,2,2011,2.56599999999999
2,20,2005,2.56599999999999
4,24,2005,2.564
6,7,2004,2.564
4,12,2012,2.55999999999999
12,25,2004,2.559
3,1,2011,2.559
2,3,2010,2.55499999999999
5,27,2008,2.55099999999999
2,8,2012,2.55
2,24,2004,2.548
2,1,2010,2.54799999999999
6,5,2009,2.54199999999999
10,4,2007,2.539
12,11,2004,2.536
5,20,2007,2.534
10,9,2007,2.531
9,25,2013,2.53099999999999
9,22,2013,2.52799999999999
11,8,2012,2.52699999999999
3,3,2010,2.52399999999999
12,24,2007,2.52299999999999
11,13,2009,2.51699999999999
11,24,2011,2.511
9,18,2004,2.509
1,10,2007,2.50899999999999
4,8,2008,2.50599999999999
3,17,2006,2.504
3,1,2012,2.49699999999999
12,11,2012,2.49099999999999
2,10,2010,2.488
2,3,2008,2.48399999999999
3,15,2006,2.48199999999999
4,14,2006,2.481
5,28,2011,2.47699999999999
2,6,2010,2.476
6,1,2009,2.474
12,30,2007,2.469
12,13,2004,2.468
1,14,2008,2.466
11,9,2009,2.459
4,13,2004,2.456
12,16,2007,2.44599999999999
3,28,2012,2.44599999999999
12,3,2005,2.444
3,20,2008,2.439
4,1,2012,2.422
3,24,2006,2.41999999999999
11,11,2009,2.41699999999999
7,17,2007,2.415
1,28,2008,2.41299999999999
4,15,2004,2.41099999999999
1,29,2010,2.408
2,19,2005,2.405
11,20,2008,2.40299999999999
5,8,2011,2.40199999999999
8,30,2010,2.39799999999999
1,3,2004,2.396
6,9,2007,2.394
5,17,2005,2.39399999999999
2,17,2011,2.39399999999999
4,10,2010,2.388
4,1,2005,2.387
3,24,2004,2.386
11,11,2005,2.384
10,27,2013,2.383
4,13,2005,2.37799999999999
8,19,2008,2.376
3,29,2006,2.374
12,25,2010,2.372
1,19,2010,2.36899999999999
11,21,2009,2.36699999999999
5,17,2011,2.36499999999999
1,2,2008,2.359
1,28,2005,2.349
3,15,2008,2.34599999999999
5,4,2012,2.34599999999999
12,12,2009,2.34499999999999
6,18,2013,2.34399999999999
3,23,2008,2.343
2,3,2006,2.342
5,5,2009,2.34
10,10,2010,2.336
4,6,2008,2.33499999999999
6,17,2005,2.33199999999999
12,9,2006,2.33199999999999
12,19,2008,2.32099999999999
9,27,2013,2.319
1,26,2010,2.318
10,23,2012,2.31799999999999
10,2,2007,2.312
11,15,2007,2.309
10,3,2009,2.306
5,26,2013,2.305
12,7,2007,2.30399999999999
6,24,2013,2.30399999999999
5,29,2005,2.30199999999999
4,17,2005,2.29899999999999
6,11,2009,2.298
12,26,2008,2.298
6,6,2004,2.296
6,12,2006,2.288
3,7,2006,2.28799999999999
1,3,2008,2.27799999999999
5,28,2013,2.27599999999999
5,16,2013,2.27599999999999
3,8,2010,2.26799999999999
11,16,2013,2.26399999999999
10,4,2009,2.26199999999999
9,19,2004,2.25999999999999
12,20,2005,2.25699999999999
8,25,2013,2.245
10,28,2013,2.24499999999999
6,14,2006,2.241
2,10,2009,2.23899999999999
1,20,2008,2.23899999999999
11,19,2009,2.238
8,24,2004,2.236
2,6,2009,2.23599999999999
6,10,2010,2.23499999999999
11,5,2011,2.234
6,8,2012,2.22099999999999
3,3,2004,2.219
5,6,2011,2.21299999999999
10,8,2013,2.204
8,20,2007,2.204
10,17,2009,2.204
2,1,2004,2.20299999999999
12,26,2007,2.2
10,15,2005,2.198
3,7,2008,2.19499999999999
6,23,2012,2.194
6,9,2004,2.18999999999999
4,12,2010,2.186
3,24,2007,2.185
12,30,2004,2.17999999999999
12,20,2006,2.176
6,10,2008,2.17
12,10,2004,2.168
8,16,2004,2.161
2,8,2007,2.15899999999999
12,25,2007,2.15599999999999
6,1,2010,2.151
3,28,2006,2.14999999999999
10,26,2010,2.149
10,2,2005,2.146
4,4,2010,2.144
6,5,2011,2.14399999999999
5,31,2009,2.143
9,20,2006,2.139
5,22,2012,2.137
4,21,2005,2.129
12,10,2010,2.12899999999999
11,3,2011,2.12499999999999
3,16,2013,2.124
10,14,2012,2.123
4,19,2010,2.121
11,19,2010,2.11399999999999
9,4,2007,2.113
3,30,2004,2.11299999999999
1,23,2013,2.11299999999999
1,26,2013,2.10999999999999
2,23,2007,2.10199999999999
1,30,2010,2.09799999999999
11,29,2007,2.097
2,13,2009,2.094
1,7,2007,2.079
2,22,2011,2.075
10,30,2011,2.07
3,25,2007,2.06999999999999
5,7,2004,2.068
5,19,2005,2.067
3,9,2007,2.06699999999999
12,26,2004,2.05299999999999
5,11,2011,2.052
1,27,2013,2.04899999999999
12,6,2010,2.04499999999999
3,30,2006,2.04499999999999
3,1,2004,2.04099999999999
2,26,2006,2.031
11,20,2006,2.022
2,27,2004,2.022
6,3,2006,2.019
6,26,2013,2.015
4,3,2012,2.00599999999999
12,28,2004,2.00499999999999
4,14,2010,2.
5,7,2006,1.999
10,30,2012,1.986
1,26,2005,1.985
8,29,2013,1.983
2,24,2008,1.97699999999999
5,31,2010,1.974
8,23,2004,1.97299999999999
4,18,2007,1.972
10,25,2005,1.97
4,18,2012,1.96999999999999
1,5,2007,1.968
2,8,2008,1.965
10,30,2004,1.963
5,21,2006,1.96299999999999
5,21,2008,1.955
1,27,2009,1.954
1,11,2008,1.953
5,27,2010,1.953
10,24,2012,1.93699999999999
2,19,2013,1.93399999999999
3,21,2006,1.93099999999999
10,27,2005,1.929
4,21,2010,1.92899999999999
3,27,2007,1.92699999999999
10,6,2004,1.926
2,14,2007,1.92599999999999
1,14,2011,1.919
1,11,2010,1.918
3,3,2011,1.91799999999999
1,8,2006,1.914
3,23,2006,1.91
2,19,2007,1.91
11,11,2012,1.907
1,18,2004,1.904
4,5,2008,1.904
4,4,2008,1.902
3,23,2005,1.89799999999999
5,16,2011,1.897
6,6,2008,1.896
3,10,2012,1.896
1,10,2013,1.89399999999999
11,26,2007,1.888
3,19,2012,1.881
3,18,2012,1.879
12,1,2007,1.878
6,10,2009,1.878
5,3,2007,1.87499999999999
5,30,2011,1.87099999999999
12,15,2008,1.86899999999999
1,2,2004,1.867
10,31,2009,1.865
1,20,2010,1.865
12,7,2008,1.86
1,21,2011,1.857
8,1,2013,1.855
11,2,2005,1.85499999999999
9,20,2013,1.853
5,22,2010,1.852
5,26,2008,1.849
11,30,2006,1.843
3,8,2009,1.839
1,15,2012,1.837
1,19,2004,1.828
3,13,2006,1.82699999999999
2,3,2004,1.82599999999999
3,5,2006,1.80999999999999
3,25,2008,1.808
4,15,2013,1.807
2,7,2013,1.807
2,12,2007,1.807
11,12,2009,1.803
4,20,2008,1.80199999999999
6,30,2012,1.8
11,1,2012,1.797
6,12,2011,1.79699999999999
10,29,2012,1.793
9,7,2010,1.79
3,22,2012,1.78499999999999
6,2,2011,1.782
11,20,2010,1.78099999999999
2,23,2013,1.78
7,9,2005,1.779
2,11,2009,1.77599999999999
2,18,2012,1.775
10,3,2010,1.774
11,3,2004,1.772
8,10,2013,1.771
10,31,2010,1.764
7,19,2004,1.762
10,21,2012,1.762
3,20,2007,1.759
5,14,2005,1.759
7,8,2005,1.757
10,20,2004,1.755
3,4,2009,1.75499999999999
10,16,2012,1.754
1,31,2004,1.75
5,14,2009,1.74899999999999
2,5,2013,1.743
1,25,2009,1.73299999999999
4,5,2011,1.731
2,21,2009,1.727
6,8,2010,1.725
3,23,2011,1.721
3,16,2005,1.72
6,10,2007,1.72
5,22,2008,1.719
10,23,2009,1.717
3,10,2006,1.717
6,4,2009,1.714
12,2,2008,1.711
5,9,2010,1.71099999999999
2,7,2011,1.708
1,18,2010,1.707
11,28,2007,1.704
9,15,2006,1.701
2,1,2012,1.701
6,28,2011,1.699
4,22,2007,1.69199999999999
4,1,2013,1.69099999999999
3,12,2007,1.689
2,15,2009,1.688
11,8,2009,1.679
4,16,2004,1.676
12,31,2008,1.674
6,2,2008,1.669
11,12,2011,1.668
3,31,2009,1.664
4,8,2010,1.663
1,2,2006,1.661
12,5,2007,1.658
4,17,2012,1.655
7,18,2011,1.647
3,2,2013,1.647
5,31,2005,1.644
1,5,2013,1.643
2,5,2009,1.64299999999999
3,12,2011,1.64199999999999
6,20,2010,1.634
12,24,2010,1.633
10,2,2011,1.631
2,18,2011,1.63
11,9,2012,1.62999999999999
6,4,2007,1.627
10,28,2004,1.624
4,3,2010,1.621
3,9,2010,1.62
10,11,2011,1.619
11,14,2010,1.617
5,20,2010,1.607
12,21,2013,1.606
6,5,2012,1.604
5,13,2011,1.6
4,21,2008,1.599
2,18,2007,1.597
5,21,2004,1.595
12,7,2005,1.587
7,19,2011,1.587
5,20,2004,1.583
1,25,2006,1.583
11,30,2004,1.583
10,27,2009,1.581
5,18,2013,1.58
4,19,2008,1.579
11,11,2006,1.575
9,6,2009,1.574
4,18,2004,1.572
3,17,2008,1.571
12,21,2010,1.565
10,19,2005,1.565
10,4,2006,1.563
4,1,2011,1.559
11,27,2011,1.559
10,1,2007,1.557
11,24,2004,1.555
5,11,2004,1.553
4,15,2012,1.553
4,4,2006,1.54999999999999
11,13,2010,1.549
7,17,2011,1.542
2,13,2005,1.53599999999999
5,20,2006,1.535
10,19,2006,1.534
2,21,2013,1.533
5,7,2011,1.533
5,3,2005,1.532
5,2,2012,1.532
9,15,2004,1.53
3,30,2011,1.527
10,29,2007,1.526
4,11,2005,1.525
4,11,2006,1.52199999999999
11,16,2009,1.521
12,4,2007,1.521
5,18,2010,1.521
2,23,2004,1.521
3,17,2012,1.518
2,14,2012,1.516
2,9,2009,1.516
1,8,2013,1.51
4,29,2010,1.51
3,9,2009,1.509
4,7,2011,1.509
1,24,2009,1.508
6,14,2009,1.505
3,10,2008,1.503
11,13,2008,1.501
4,13,2009,1.5
6,6,2009,1.497
11,15,2010,1.497
2,27,2011,1.496
7,16,2011,1.496
3,19,2011,1.496
5,28,2006,1.494
10,4,2010,1.493
12,30,2009,1.49
12,22,2010,1.49
11,19,2011,1.486
1,4,2004,1.48
1,25,2004,1.474
3,24,2010,1.47
12,15,2007,1.469
9,8,2010,1.466
9,20,2008,1.46
8,26,2004,1.458
11,29,2010,1.457
1,16,2007,1.457
10,16,2011,1.457
2,13,2004,1.456
8,21,2004,1.454
10,26,2005,1.45
6,9,2009,1.448
8,13,2009,1.446
10,14,2005,1.444
4,27,2009,1.443
6,20,2009,1.441
11,15,2013,1.421
2,14,2009,1.42099999999999
3,31,2010,1.419
4,10,2005,1.417
2,13,2010,1.413
9,29,2009,1.413
4,11,2011,1.411
10,15,2011,1.407
3,10,2007,1.405
6,19,2009,1.4
12,7,2010,1.399
11,10,2010,1.399
5,8,2004,1.396
9,19,2006,1.387
9,10,2005,1.384
11,27,2004,1.384
12,18,2012,1.38
5,29,2011,1.38
12,23,2013,1.379
6,13,2013,1.374
